content,score
User friendly,5
Semoga selalu baik & Lebih berkembang untuk membuat kita semua pintar ngodingnya,5
"Halo aplikasi ini sangat bagus selain belajar disini juga ada tempat untuk berdiskusi, bisa kah saya mendapat terjemahan dari bahasa Indonesia saya masih belajar bahasa Inggris namun belum sepenuhnya memahami nya, tolong jika anda membaca ini saya mohon kepada anda ini akan sangat membantu saya terimakasih.",5
"Masih belum ditambah untuk kelas AI relatednya (Contoh: Kursus TensorFlow, PyTorch, Scikit-learn, dll).",4
keren keren,4
sumpahh yang mau belajar bahasa pemrograman dari awal mending disini aja ini aplikasi bagus banget mudah cara memahaminya,5
Why my sololearn so slow... Please fix it's so great apk..,5
This app is good,5
aplikasi cacat. ga bisa masuk ke courses. udah bisa masuk malah ga bisa loading.,1
buat kalian para sigma yg mau belajar coding disi Ohio aplikasi nya,4
bagus dikit,4
keren,5
good for learning,5
amazing,5
User friendly... Bagusss bangett,5
very good,5
bagus sekali,5
mantab kangg langsung paham aing!,5
Mantap,5
adakan translate indonesia dong,5
Too many ads.,4
"Still disappoitned how my 13 streak was ruined by maintenance, can't get over it",3
"Halo Tim SoloLearn, Saya sangat menghargai platform ini dan semua usaha Anda. Saya ingin mengusulkan agar SoloLearn menambahkan dukungan bahasa Indonesia. Fitur ini akan sangat membantu banyak pengguna di Indonesia yang mungkin belum lancar berbahasa Inggris. Dengan menambahkan bahasa Indonesia, SoloLearn bisa menjangkau lebih banyak orang dan membuat pengalaman belajar lebih inklusif. Terima kasih atas perhatian Anda!",4
sangat bagus untuk belajar. sayang gak gratis,3
mudah dimengerti,5
aplikasinya keren untuk coding,5
Keren aku bisa belajar banyak tentang IT disini,5
nicely done,5
Awesome app,5
nice,5
masalahnya sudah di bereskan tetapi pembelajarannya sangat tidak bagus,1
jika anda pemula di bidang pemrograman dan mendownload aplikasi ini. itu adalah keputusan yang tepat,5
Thank you for guiding me in coding,5
Aplikasi ini bagus buat belajar coding dari 0,5
is i good,5
good tho 👍,5
bagus,5
ramah untuk pengguna baru ataupun yang benar benar ingin belajar tentang dunia it,5
bagus sekali,5
sangat baik dan recommended,5
hi all,5
Sangat bagus buat study,5
Semoga kedepan nya bisa membuat yang gratis supaya bisa terus belajar,4
nice my acc just lost,1
Tidak bisa login,4
Baik selalu,5
"Ini aplikasi the best wanjay, kalau bisa pake trial pro dan habisin(pelajari) semua bahasa codingnya kalau bisa. Ya karena kita belajarnya pake trial jadi makin gampang parah dan juga mudah cepat paham",5
berguna,5
good,5
bagus buat yg bener² gak tau dunia cofingan,5
"I think or hope this app Can Give a translation for all language ,even use an ai that's fine So some people can easily learn the language from the original language this app ( English ), the translation for now only for some languages not all",4
"Thanks, this app help me a lot",5
membantu banget,5
"Good,It's my first time use this..",5
"Bagus sekali aplikasi ini, dengan aplikasi ini saya cepat paham",5
please provide Indonesian,4
nice apps.. i like it..,5
"this app so help me to increase my experiences on data science, and about the informatics section as a student in high school this is much than assist me, i love this app! thank you SoloLearn!",5
wow awesome. still in the beginning though,5
Sololearn:Learn to c...,5
"bagusss mantapp, mudah di pahami",5
nice apk,5
perfecly build for adhd lol,5
please not premium,5
bisa digunakan secara gratis tetapi sayangnya belum ada materi tentang php,4
Bagussdd bangetttttt,5
please support Indonesia Language,4
tidak ada bahasa Indonesia,3
thank you i like to aplikasesin,5
"nice a application, good luck for development",5
"ada bug di javascript intermediet, tidak bisa complete",4
i really like it,5
what's wrong with this app? i prefer old version. it doesn't have heart system.,1
cocok untuk upgrade skill dan belajar dengan menyenangkan,5
bagus,4
sangat bagus saya sudah bisa menjadi programmer berkat apk ini,5
nice app!,5
apk yg sangat bagus buat pemula belajar coding dan mudah dipahami,4
sangat baik dalam pembelajaran dasar coding 😁👍🏻👍🏻,5
Saya memberikan bintang satu ke aplikasi ini hanya karena tidak membalas rating saya . Saya bilang tolong sediakan bahasa Indonesia jika kalian menyediakan bahasa Indonesia saya akan kasih bintang 5 untuk sololearn . PAHAM !!,1
berguna banget cok jadi makin pandai gua,5
"bagus karena bisa belajar pemrograman,dengan cara permainan",5
Ardi Dharmawan awesome,5
"kerennnnn, cool, i hope next time i have translate to bahasa Indonesia",5
mantap,5
great app tbh,5
mantap,5
No have translate English to Indonesian,4
Good apps for learning web development,5
"By. Zwn bnrv:;;""""4🍓🍓CV 2o2",1
"I wish I could subscribe to the pro version. When it is too expensive, free courses on YouTube suit me.",1
Mantap jiwa!!! ini adalah salah satu aplikasi belajar coding terbaik dan mudah digunakan.,5
Bagus sih tapi ga da bahasa indonesia,4
aplikasi nya berguna banget,5
Sangat bermanfaat,5
seru,5
keren pembelajaran yang bagus namun perlu di ketahui kalau di dalam aplikasi bahasa inggris semua,5
"Bagus banget Aplikasinya, Cuma kurang bhs Indonesia aja",5
membantu sangat,5
terimakasih,5
mwantap cek,5
good,5
"app ini sangat bermanfaat untuk belajar pemrograman dengan penjelasan mudah dipahami walaupun belum tersedia bahasa Indonesia ditambah adanya tempat untuk interaksi dan berbagi informasi ke pengguna lain yang sangat membantu belajar pemrograman. kekurangan yang saya alami yaitu saat mempelajari coding fundamental yang sudah memuat seluruh course intro to Python namun progress saya tidak langsung terakumulasi ke course intro to Python, sehingga tidak bisa langsung dapat sertifikat intro to Python",5
seru mudah di pahami,5
"seruu meski kebanyakan bahasanya pake selain bahasa indonesia, tapi buat yg kemampuan bahasa nya kurang boleh pake bahasa inggris, bahasa inggrisnya cukup mudah dipahami kok",5
aplikasi terbaik untuk belajar,5
This application is so very very good 🤭😁,5
it's good. because there are a course of C++. I'm very like this language.,5
baikk,5
ayo coba terus belajar,5
good,5
bagus untuk pemula dan pelajar gratisan 🔥🤑,5
Bagus untuk belajar,5
good,5
best,5
"Thank you for teaching me coding, I am very grateful.",5
sangat membantu sekali untuk pemula 👍👍👍,4
"bagus banget untuk pemula, rekomendasi sih bagi yang mau belajar",5
lumayan bagus aplikasi ini tapi buat deplover aku punya saran tolong tambahkan penerjemahan bahasa Indonesia.,4
sangat bagus membantu bagi pemula untuk belajar dan memahami coding,5
"Aku dulu pernah pakai app Sololearn..., sempat akrab dengan mereka² yang sesama mgepen khususnya dijalur obrolan nya. Memang Hebat! Luar biasa app SOLOLEARN 👍❤️🙏,, TAPI saya lupa E.ml. & S.d. untuk masuk lagi. Terima kasih banyak Sololearn",5
"Bagus tpi tmbah saran klopun yang mode gratis bisa buka salah satu fitur pro dengan nonton iklan. Bgitu buka fitur pro yang lainnya lagi kasih aja video iklan. Biar tetap dapat fund dari iklannya, pasti banyak yang mau kok.",3
Good,5
good,5
Amazing,5
baguss👍,5
"Love this app, alhamdulillah 🤍. And.. I wanna give an advice.. I wish Sololearn PRO version could be affordable for students or College student.. Thank you very much",5
bagus dan membantu,5
"Saya bisa membuat project php,tapi dimana course untuk php?. I want to learn php. why isn't there one?",5
"Udh bagus sih dan bisa belajar program language, tapi aplikasinya perlu premium dan fiturnya kayak gk kerasa bagi gw, dan setiap ada soal pilihan a atau b pasti jawabannya b terus ata yg paling bawah, jadi udh tau jawabannya walupun gk ngerti makanannya",4
"Pembelajaran di rekomendasikan. Pembelajaran tertata dengan baik. Opsi salah jawab sekarang sudah benar tidak perlu mengulang, UI dan UX baru!",4
aplikasi nya Gambang di pahami,5
very good game changer to study code,5
Aplikasi kikir,1
gampang buat ngerti,5
Mohon buatkan versi bahasa indonesianya,2
great!!,5
"had to learn Java and leave C# for AOH3 modding, but overall rating? good!",5
sangat membantu,5
nice,5
"application this is very helpful, thank you",5
Apakah Anda bisa menambahkan bahasa Indonesia,5
aplikasinya sangat bagus🤩,5
good,5
top,5
"sejauh ini bagus untuk versi gratisnya, banyak yang bisa dipelajari dari versi gratis.",5
ssangat bermanfaat,5
"This is very easy to understand the lesson, I love it!",5
the best app to learn code for beginner,5
"semuanya bagus, tapi sayangnya ngg ada bahasa Indonesia",4
ok,5
highly recommended,5
Nice😍,5
Helpful App 👍,5
IDK,5
"keren, mudah dipahami 🥰🥰🥰",5
Need more programming language such as dart or the others,5
Can you add student pricing for PRO features?,5
seru,5
Good Aps,5
very good very well,5
"So atractive,, sangat membantu pemula utk mengenal bahasa Pemprograman",5
bagus untuk mengasah pelajaran yang di pelajari di sekolah,5
"This is very helpful for beginner programmers who want to learn the basics of programming. The learning is easy to understand, clear, and fun because there are challenges to be able to compete via the leaderboard",5
makasih udah ngadain,4
can you add indonesian language because i don't understand english well,5
awesome apps,5
kepencet premium 😞 hell nah,5
"This is a good app, but developers need to add language Indonesia",5
saya semakin bisa mengoding😁,5
APLIKASI BERMANFAAT BUAT BELAJAR CODING,5
"Keren, sangat membantu untuk belajar bahasa pemrograman",5
"keren, worth it, tempat belajar yg mudah buat belajar bahasa pemrograman",5
"ini kenapa ya, saya ingin menjawab soal yang di beri tapi terkadang ketika saya menjawab tombol pada jawabnya tidak mengkonfirmasi jawaban saya mohon bantuannya",4
bagus.tp blm eksplore lebih dalam,4
Tambahkan lagi,4
Indonesian translate please,5
gg parah,5
bagus,5
sangat membantu sekali,5
Aplikasi ini bagus dan sangat membantu says,5
"Is there any options, that I join the member monthly?",5
bagus karena aplikasi ini dapat membuat saya belajar coding dengan jelas dan lancar serta untuk belajarnya kebanyakan gratis,5
sangat membantu gaes,5
Tolong tambahkan terjemahan dalam bahasa indonesia🙏🤲,5
lumayan ngasah otak,5
"Aplikasinya sangat bagus untuk keseluruhan, minusnya hanya di penerjemahan bahasa yang masih sangat terbatas, jadi untuk kedepannya tolong tambahkan beberapa terjemahan seperti bahasa Indonesia dan lain lain",5
"bagus, dan bermanfaat",5
frequent force close,2
saya sangat membantu dengan sololearn,5
"Add VBA so i can use in excel (macro), Please",5
okey,5
Mungkin akan lebih baik jika menambahkan widget untuk tujuan(Goal) runtutan seperti yang ada di Duolingo.,5
Apk sangat bagus dan banyak sekali pilihan macam macam kode,5
bagus. tinggal isi kolom. mudah di mengerti. jadi contoh koding td dapat jd bayangan saya membuat koding lain krn ada contohnya. makasih,5
so cool apps,5
aplikasi udah seru banget lho mudah di mengerti nice lah pokoknya. tapi kekurangannya yang pertama hati nya cuma ada 4 jadi klo salah 4 kali harus nunggu Sehari untuk mengisi hati Tersebut jadi di sarankan udh ada aplikasi lain klo hati nya abis terus yang ke dua yang paling penting nih perlu di catat banget buat developer nya di tambahin bahasa Indonesia biar aku gak ribet bolak balik buka translate,4
great,5
best practise,5
"keren, tapi tolong dong Adain harga pro untuk pelajar yang lebih murah, saya sebagai pelajar keberatan dengan harga pertahun atau perbulan nya. terimakasih. overall sololearn sangat membantu saya, saya sangat mendukung kemajuan aplikasi dan company nya.",5
User friendly,5
Semoga selalu baik & Lebih berkembang untuk membuat kita semua pintar ngodingnya,5
"Halo aplikasi ini sangat bagus selain belajar disini juga ada tempat untuk berdiskusi, bisa kah saya mendapat terjemahan dari bahasa Indonesia saya masih belajar bahasa Inggris namun belum sepenuhnya memahami nya, tolong jika anda membaca ini saya mohon kepada anda ini akan sangat membantu saya terimakasih.",5
"Masih belum ditambah untuk kelas AI relatednya (Contoh: Kursus TensorFlow, PyTorch, Scikit-learn, dll).",4
keren keren,4
sumpahh yang mau belajar bahasa pemrograman dari awal mending disini aja ini aplikasi bagus banget mudah cara memahaminya,5
Why my sololearn so slow... Please fix it's so great apk..,5
This app is good,5
aplikasi cacat. ga bisa masuk ke courses. udah bisa masuk malah ga bisa loading.,1
buat kalian para sigma yg mau belajar coding disi Ohio aplikasi nya,4
bagus dikit,4
keren,5
good for learning,5
amazing,5
User friendly... Bagusss bangett,5
very good,5
bagus sekali,5
mantab kangg langsung paham aing!,5
Mantap,5
adakan translate indonesia dong,5
Too many ads.,4
"Still disappoitned how my 13 streak was ruined by maintenance, can't get over it",3
"Halo Tim SoloLearn, Saya sangat menghargai platform ini dan semua usaha Anda. Saya ingin mengusulkan agar SoloLearn menambahkan dukungan bahasa Indonesia. Fitur ini akan sangat membantu banyak pengguna di Indonesia yang mungkin belum lancar berbahasa Inggris. Dengan menambahkan bahasa Indonesia, SoloLearn bisa menjangkau lebih banyak orang dan membuat pengalaman belajar lebih inklusif. Terima kasih atas perhatian Anda!",4
sangat bagus untuk belajar. sayang gak gratis,3
mudah dimengerti,5
aplikasinya keren untuk coding,5
Keren aku bisa belajar banyak tentang IT disini,5
nicely done,5
Awesome app,5
nice,5
masalahnya sudah di bereskan tetapi pembelajarannya sangat tidak bagus,1
jika anda pemula di bidang pemrograman dan mendownload aplikasi ini. itu adalah keputusan yang tepat,5
Thank you for guiding me in coding,5
Aplikasi ini bagus buat belajar coding dari 0,5
is i good,5
good tho 👍,5
bagus,5
ramah untuk pengguna baru ataupun yang benar benar ingin belajar tentang dunia it,5
bagus sekali,5
sangat baik dan recommended,5
hi all,5
Sangat bagus buat study,5
Semoga kedepan nya bisa membuat yang gratis supaya bisa terus belajar,4
nice my acc just lost,1
Tidak bisa login,4
Baik selalu,5
"Ini aplikasi the best wanjay, kalau bisa pake trial pro dan habisin(pelajari) semua bahasa codingnya kalau bisa. Ya karena kita belajarnya pake trial jadi makin gampang parah dan juga mudah cepat paham",5
berguna,5
good,5
bagus buat yg bener² gak tau dunia cofingan,5
"I think or hope this app Can Give a translation for all language ,even use an ai that's fine So some people can easily learn the language from the original language this app ( English ), the translation for now only for some languages not all",4
"Thanks, this app help me a lot",5
membantu banget,5
"Good,It's my first time use this..",5
"Bagus sekali aplikasi ini, dengan aplikasi ini saya cepat paham",5
please provide Indonesian,4
nice apps.. i like it..,5
"this app so help me to increase my experiences on data science, and about the informatics section as a student in high school this is much than assist me, i love this app! thank you SoloLearn!",5
